timestamp,duration,app,title
2025-07-19T00:11:18.563Z,285.522,chrome.exe,ActivityWatch - Google Chrome
2025-07-19T00:11:07.338Z,10.194,chrome.exe,New Tab - Google Chrome
2025-07-19T00:11:05.296Z,1.026,chrome.exe,Drafts (3) - aleks.fasting@gmail.com - Gmail - Google Chrome
2025-07-19T00:08:01.759Z,182.512,POWERPNT.EXE,Presentation1 - PowerPoint
2025-07-19T00:07:54.631Z,6.103,explorer.exe,Downloads - File Explorer
2025-07-19T00:07:51.563Z,2.055,explorer.exe,Home - File Explorer
2025-07-19T00:07:50.536Z,0,explorer.exe,File Explorer
2025-07-19T00:06:47.264Z,62.258,POWERPNT.EXE,Presentation1 - PowerPoint
2025-07-19T00:05:14.402Z,91.835,chrome.exe,Drafts (3) - aleks.fasting@gmail.com - Gmail - Google Chrome
2025-07-19T00:05:11.329Z,2.049,chrome.exe,Inbox (40) - aleks.fasting@gmail.com - Gmail - Google Chrome
2025-07-19T00:05:09.298Z,1.017,chrome.exe,Gmail - Google Chrome
2025-07-19T00:05:07.244Z,1.031,chrome.exe,New Tab - Google Chrome
2025-07-19T00:05:04.183Z,2.042,POWERPNT.EXE,Presentation1 - PowerPoint
2025-07-19T00:05:03.154Z,0,chrome.exe,Univariate time-series models | Forecasting - TIØ4317 - Empirical and quantitative methods in finance - Google Chrome
2025-07-19T00:05:02.121Z,0,chrome.exe,TIØ4317: Empirical and Quantitative Methods in finance - Wikipendium - Google Chrome
2025-07-19T00:05:01.088Z,0,chrome.exe,Netflix - Google Chrome
2025-07-19T00:04:59.048Z,1.028,POWERPNT.EXE,Presentation1 - PowerPoint
2025-07-19T00:04:58.030Z,0,explorer.exe,
2025-07-19T00:04:52.903Z,4.11,explorer.exe,Task View
2025-07-19T00:04:51.867Z,0,chrome.exe,TIØ4317: Empirical and Quantitative Methods in finance - Wikipendium - Google Chrome
2025-07-19T00:04:50.830Z,0,explorer.exe,Task Switching
2025-07-19T00:04:48.777Z,1.029,chrome.exe,Univariate time-series models | Forecasting - TIØ4317 - Empirical and quantitative methods in finance - Google Chrome
2025-07-19T00:04:47.748Z,0,chrome.exe,TIØ4317: Empirical and Quantitative Methods in finance - Wikipendium - Google Chrome
2025-07-19T00:04:44.665Z,2.057,chrome.exe,Inbox (40) - aleks.fasting@gmail.com - Gmail - Google Chrome
2025-07-19T00:03:32.183Z,71.42,chrome.exe,Univariate time-series models | Forecasting - TIØ4317 - Empirical and quantitative methods in finance - Google Chrome
2025-07-19T00:03:30.142Z,1.027,chrome.exe,Expected Value of AR(p) - Google Chrome
2025-07-19T00:03:23.009Z,6.116,chrome.exe,Rokade og sjakk - Google Chrome
2025-07-19T00:03:16.904Z,5.088,chrome.exe,Inbox (40) - aleks.fasting@gmail.com - Gmail - Google Chrome
2025-07-19T00:03:14.863Z,1.025,chrome.exe,(no subject) - aleks.fasting@gmail.com - Gmail - Google Chrome
2025-07-19T00:03:07.730Z,6.118,explorer.exe,
2025-07-19T00:03:06.697Z,0,Code.exe,readme.md - minority-report - Visual Studio Code
2025-07-19T00:03:04.647Z,1.029,explorer.exe,
2025-07-19T00:02:56.475Z,7.156,explorer.exe,img - Recycle Bin - File Explorer
2025-07-19T00:02:54.424Z,1.031,explorer.exe,Delete File
2025-07-19T00:02:47.272Z,6.125,explorer.exe,img - Recycle Bin - File Explorer
2025-07-19T00:02:43.181Z,3.064,explorer.exe,img_2 - Search Results in Downloads - File Explorer
2025-07-19T00:02:32.981Z,9.178,Photos.exe,IMG_2963.jpeg
2025-07-19T00:02:26.844Z,5.114,explorer.exe,img_2 - Search Results in Downloads - File Explorer
2025-07-19T00:02:22.757Z,3.066,OpenWith.exe,
2025-07-19T00:02:20.724Z,1.017,explorer.exe,img_2 - Search Results in Downloads - File Explorer
2025-07-19T00:02:10.502Z,9.209,Photos.exe,IMG_2043.heic
2025-07-19T00:02:08.463Z,1.017,explorer.exe,img_2 - Search Results in Downloads - File Explorer
2025-07-19T00:02:07.445Z,0,Photos.exe,IMG_2132.heic
2025-07-19T00:02:05.389Z,1.033,explorer.exe,img_2 - Search Results in Downloads - File Explorer
2025-07-19T00:01:59.242Z,5.12,Photos.exe,IMG_2965.jpg
2025-07-19T00:01:54.140Z,4.082,explorer.exe,img_2 - Search Results in Downloads - File Explorer
2025-07-19T00:01:52.106Z,1.023,explorer.exe,img_ - Search Results in Downloads - File Explorer
2025-07-19T00:01:50.075Z,1.016,explorer.exe,img - Search Results in Downloads - File Explorer
2025-07-19T00:01:43.946Z,5.117,explorer.exe,Downloads - File Explorer
2025-07-19T00:01:42.926Z,0,explorer.exe,Task Switching
2025-07-19T00:01:41.899Z,0,explorer.exe,img - Recycle Bin - File Explorer
2025-07-19T00:01:35.777Z,5.11,explorer.exe,IMG_2965 Properties
2025-07-19T00:01:33.747Z,1.015,explorer.exe,img - Recycle Bin - File Explorer
2025-07-19T00:01:29.663Z,3.066,explorer.exe,IMG_2965 Properties
2025-07-19T00:01:27.623Z,1.023,explorer.exe,img - Recycle Bin - File Explorer
2025-07-19T00:01:26.612Z,0,explorer.exe,Delete File
2025-07-19T00:01:24.571Z,1.014,explorer.exe,img - Recycle Bin - File Explorer
2025-07-19T00:01:23.543Z,0,explorer.exe,Delete File
2025-07-19T00:01:20.500Z,2.023,explorer.exe,img - Recycle Bin - File Explorer
2025-07-19T00:01:14.401Z,5.087,explorer.exe,Recycle Bin - File Explorer
2025-07-19T00:01:11.342Z,2.044,explorer.exe,
2025-07-19T00:01:04.198Z,6.116,explorer.exe,Downloads - File Explorer
2025-07-19T00:01:01.155Z,2.026,explorer.exe,Home - File Explorer
2025-07-19T00:00:58.104Z,2.032,explorer.exe,
2025-07-19T00:00:57.079Z,0,chrome.exe,Rokade og sjakk - Google Chrome
2025-07-19T00:00:56.066Z,0,Code.exe,readme.md - minority-report - Visual Studio Code
2025-07-19T00:00:55.039Z,0,POWERPNT.EXE,Presentation1 - PowerPoint
2025-07-19T00:00:52.993Z,1.03,chrome.exe,(no subject) - aleks.fasting@gmail.com - Gmail - Google Chrome
2025-07-19T00:00:37.683Z,14.298,explorer.exe,Downloads - File Explorer
2025-07-19T00:00:36.655Z,0,gimp-2.10.exe,"*[IMG_3834] (exported)-1.0 (RGB color 8-bit gamma integer, GIMP built-in sRGB, 1 layer) 1170x2532 – GIMP"
2025-07-18T23:58:42.476Z,0,explorer.exe,Downloads - File Explorer
2025-07-18T23:58:19.035Z,13.236,explorer.exe,Downloads - File Explorer
2025-07-18T23:58:18.014Z,0,Photos.exe,IMG_3834.PNG
2025-07-18T23:58:16.991Z,0,Photos.exe,Photos
2025-07-18T23:58:14.944Z,1.03,explorer.exe,
2025-07-18T23:57:02.427Z,0,Photos.exe,IMG_3833.PNG
2025-07-18T23:56:59.362Z,2.052,Photos.exe,IMG_3834.PNG
2025-07-18T23:56:58.331Z,0,Photos.exe,IMG_3832.PNG
2025-07-18T23:56:57.306Z,0,Photos.exe,IMG_3834.PNG
2025-07-18T23:56:53.214Z,3.078,Photos.exe,IMG_3833.PNG
2025-07-18T23:56:52.184Z,0,Photos.exe,IMG_3835.PNG
2025-07-18T23:56:50.147Z,1.022,Photos.exe,IMG_3834.PNG
2025-07-18T23:56:48.100Z,1.025,Photos.exe,IMG_3832.PNG
2025-07-18T23:56:45.034Z,2.044,explorer.exe,Downloads - File Explorer
2025-07-18T23:56:40.950Z,3.061,OpenWith.exe,
2025-07-18T23:56:37.884Z,2.04,explorer.exe,Downloads - File Explorer
2025-07-18T23:56:35.843Z,1.028,chrome.exe,Recent download history
2025-07-18T23:56:26.675Z,8.147,chrome.exe,(no subject) - aleks.fasting@gmail.com - Gmail - Google Chrome
2025-07-18T23:56:24.637Z,1.015,chrome.exe,New device login detected - aleks.fasting@gmail.com - Gmail - Google Chrome
2025-07-18T23:56:22.590Z,1.021,chrome.exe,Inbox (42) - aleks.fasting@gmail.com - Gmail - Google Chrome
2025-07-18T23:56:20.548Z,1.022,chrome.exe,Gmail - Google Chrome
2025-07-18T23:56:16.469Z,3.058,chrome.exe,New Tab - Google Chrome
2025-07-18T23:56:14.416Z,1.029,POWERPNT.EXE,Presentation1 - PowerPoint
2025-07-18T23:56:13.388Z,0,chrome.exe,New Tab - Google Chrome
2025-07-18T23:56:11.334Z,1.029,chrome.exe,TIØ4317: Empirical and Quantitative Methods in finance - Wikipendium - Google Chrome
2025-07-18T23:56:01.157Z,9.162,POWERPNT.EXE,Presentation1 - PowerPoint
2025-07-18T23:55:59.113Z,1.032,POWERPNT.EXE,PowerPoint
2025-07-18T23:55:57.071Z,1.021,POWERPNT.EXE,Opening - PowerPoint
2025-07-18T23:55:56.052Z,0,explorer.exe,
2025-07-18T23:55:54.008Z,1.028,SearchHost.exe,Search
2025-07-18T23:55:52.978Z,0,explorer.exe,Task Switching
2025-07-18T23:55:45.866Z,6.099,Code.exe,readme.pdf - minority-report - Visual Studio Code
2025-07-18T23:55:44.848Z,0,Code.exe,readme.md - minority-report - Visual Studio Code
2025-07-18T23:55:43.820Z,0,chrome.exe,TIØ4317: Empirical and Quantitative Methods in finance - Wikipendium - Google Chrome
2025-07-18T23:55:38.691Z,4.102,Code.exe,readme.md - minority-report - Visual Studio Code
2025-07-18T23:55:31.535Z,6.128,chrome.exe,TIØ4317: Empirical and Quantitative Methods in finance - Wikipendium - Google Chrome
2025-07-18T23:55:27.451Z,3.064,chrome.exe,Edit: TIØ4317 – Wikipendium - Google Chrome
2025-07-18T23:55:26.418Z,0,explorer.exe,
2025-07-18T23:55:19.306Z,6.089,Code.exe,readme.md - minority-report - Visual Studio Code
2025-07-18T23:55:18.292Z,0,Code.exe,readme.pdf - minority-report - Visual Studio Code
2025-07-18T23:50:40.654Z,276.62,Code.exe,readme.md - minority-report - Visual Studio Code
2025-07-18T23:50:37.562Z,2.063,Code.exe,minority-report - Visual Studio Code
2025-07-18T23:50:35.511Z,1.024,Code.exe,Visual Studio Code
2025-07-18T23:50:33.479Z,1.017,explorer.exe,
2025-07-18T23:50:32.454Z,0,SearchHost.exe,Search
2025-07-18T23:50:29.393Z,2.046,chrome.exe,Edit: TIØ4317 – Wikipendium - Google Chrome
2025-07-18T23:50:19.180Z,9.203,chrome.exe,Rokade og sjakk - Google Chrome
2025-07-18T23:50:17.153Z,1.015,chrome.exe,Expected Value of AR(p) - Google Chrome
2025-07-18T23:43:01.694Z,434.441,chrome.exe,Univariate time-series models | Forecasting - TIØ4317 - Empirical and quantitative methods in finance - Google Chrome
2025-07-18T23:42:58.638Z,2.045,chrome.exe,Edit: TIØ4317 – Wikipendium - Google Chrome
2025-07-18T23:42:57.614Z,0,chrome.exe,Univariate time-series models | Forecasting - TIØ4317 - Empirical and quantitative methods in finance - Google Chrome
2025-07-18T23:42:22.824Z,31.685,LockApp.exe,Windows Default Lock Screen
2025-07-18T23:22:13.289Z,639.69,chrome.exe,Univariate time-series models | Forecasting - TIØ4317 - Empirical and quantitative methods in finance - Google Chrome
2025-07-18T23:21:48.842Z,23.436,chrome.exe,Expected Value of AR(p) - Google Chrome
2025-07-18T23:21:27.388Z,20.429,chrome.exe,Univariate time-series models | Forecasting - TIØ4317 - Empirical and quantitative methods in finance - Google Chrome
2025-07-18T23:21:26.370Z,0,chrome.exe,Expected Value of AR(p) - Google Chrome
2025-07-18T23:21:25.338Z,0,Notepad.exe,"*Company scrapers fra wiki, we, annu - Notepad"
2025-07-18T23:21:21.249Z,3.078,Notepad.exe,*tau_1 = (1)  phi_1 - Notepad
2025-07-18T23:21:20.218Z,0,Notepad.exe,*tau_1 = (1)  phi_ - Notepad
2025-07-18T23:21:19.194Z,0,Notepad.exe,*tau_1 = (1) - Notepad
2025-07-18T23:21:18.178Z,0,Notepad.exe,*tau_1 = (1)  t - Notepad
2025-07-18T23:21:17.152Z,0,explorer.exe,Task Switching
2025-07-18T23:21:16.081Z,0,chrome.exe,Expected Value of AR(p) - Google Chrome
2025-07-18T23:21:13.015Z,2.048,Notepad.exe,*tau_1 = (1)  tau_1 - Notepad
2025-07-18T23:21:11.972Z,0,Notepad.exe,*tau_1 = (1)  tau - Notepad
2025-07-18T23:21:09.922Z,1.025,Notepad.exe,*tau_1 = (1) - Notepad
2025-07-18T23:21:08.890Z,0,Notepad.exe,*tau_1 = (1 ) - Notepad
2025-07-18T23:21:04.793Z,3.081,Notepad.exe,*tau_1 = (1 tau_1  = - Notepad
2025-07-18T23:20:53.574Z,10.187,chrome.exe,Expected Value of AR(p) - Google Chrome
2025-07-18T23:20:47.423Z,5.131,Notepad.exe,*tau_1 = (1 tau_1  = - Notepad
2025-07-18T23:20:46.392Z,0,Notepad.exe,*tau_1 = (1 tau_1 = - Notepad
2025-07-18T23:20:35.167Z,10.199,Notepad.exe,*tau_1 = (1 tau_1 - Notepad
2025-07-18T23:20:31.070Z,3.07,Notepad.exe,*tau_1 = (1 tau_1) - Notepad
2025-07-18T23:20:29.016Z,1.026,Notepad.exe,*tau_1 = (1 ta) - Notepad
2025-07-18T23:20:26.947Z,1.041,Notepad.exe,*tau_1 = (1 ) - Notepad
2025-07-18T23:20:25.920Z,0,Notepad.exe,*tau_1 = () - Notepad
2025-07-18T23:20:06.528Z,18.376,Notepad.exe,*tau_1 = - Notepad
2025-07-18T23:20:00.390Z,5.112,Notepad.exe,*tau_1 - Notepad
2025-07-18T23:19:59.354Z,0,Notepad.exe,*tau - Notepad
2025-07-18T23:19:56.289Z,2.043,Notepad.exe,Untitled - Notepad
2025-07-18T23:19:54.234Z,1.028,Notepad.exe,"*Company scrapers fra wiki, we, annu - Notepad"
2025-07-18T23:19:53.205Z,0,explorer.exe,
